Locus type 	JGI3.1 	MpTak1_v5.1 	MpTak1_v5.1r2 	MpTak_v6.1 	MpTak_v6.1r2 	MpTak_v7.1 	Status
mRNA 	Mapoly0176s0009 	Mp8g09260 	Mp8g09260 	Mp8g09260 	Mp8g09260 	Mp8g09260 	
mRNA 	Mapoly0176s0010 	Mp8g09270 	Mp8g09270 	Mp8g09270 	Mp8g09270 	Mp8g09270 	
mRNA 	Mapoly0176s0011 	Mp8g09280 	Mp8g09280 	Mp8g09280 	Mp8g09280 	Mp8g09280 	
mRNA 	Mapoly0176s0012 	Mp8g09290 	Mp8g09290 	Mp8g09290 	Mp8g09290 	Mp8g09290 	
mRNA 	Mapoly0176s0013 	Mp8g09300 	Mp8g09300 	Mp8g09300 	Mp8g09300 	Mp8g09300 	
mRNA 	Mapoly0176s0014 	Mp8g09310 	Mp8g09310 	Mp8g09310 	Mp8g09310 	Mp8g09310 	
mRNA 	Mapoly0176s0015 	Mp8g09320 	Mp8g09320 	Mp8g09320 	Mp8g09320 	Mp8g09320 	
mRNA 	Mapoly0176s0016 	Mp8g09330 	Mp8g09330 	Mp8g09330 	Mp8g09330 	Mp8g09330 	
mRNA 	Mapoly0204s0015 	Mp8g09340 	Mp8g09340 	Mp8g09340 	Mp8g09340 	Mp8g09340 	
mRNA 	Mapoly0204s0014 	Mp8g09350 	Mp8g09350 	Mp8g09350 	Mp8g09350 	Mp8g09350 	
mRNA 	Mapoly0204s0013 	Mp8g09360 	Mp8g09360 	Mp8g09360 	Mp8g09360 	Mp8g09360 	
mRNA 	Mapoly0204s0012 	Mp8g09370 	Mp8g09370 	Mp8g09370 	Mp8g09370 	Mp8g09370 	
mRNA 	Mapoly0204s0010 	Mp8g09380 	Mp8g09380 	Mp8g09380 	Mp8g09380 	Mp8g09380 	
mRNA 	Mapoly0204s0009 	Mp8g09390 	Mp8g09390 	Mp8g09390 	Mp8g09390 	Mp8g09390 	
mRNA 	Mapoly0204s0008 	Mp8g09400 	Mp8g09400 	Mp8g09400 	Mp8g09400 	Mp8g09400 	
mRNA 	Mapoly0204s0007 	Mp8g09410 	Mp8g09410 	Mp8g09410 	Mp8g09410 	Mp8g09410 	
mRNA 	Mapoly0204s0006 	Mp8g09420 	Mp8g09420 	Mp8g09420 	Mp8g09420 	Mp8g09420 	
mRNA 	Mapoly0204s0005 	Mp8g09430 	Mp8g09430 	Mp8g09430 	Mp8g09430 	Mp8g09430 	
mRNA 	Mapoly0204s0004 	Mp8g09440 	Mp8g09440 	Mp8g09440 	Mp8g09440 	Mp8g09440 	
mRNA 	Mapoly0204s0003 	Mp8g09450 	Mp8g09450 	Mp8g09450 	Mp8g09450 	Mp8g09450 	
mRNA 	Mapoly0204s0002 	Mp8g09460 	Mp8g09460 	Mp8g09460 	Mp8g09460 	Mp8g09460 	
mRNA 	Mapoly0204s0001 	Mp8g09470 	Mp8g09470 	Mp8g09470 	Mp8g09470 	Mp8g09470 	
mRNA 	Mapoly0932s0001 	Mp8g09480 	Mp8g09480 	Mp8g09480 	Mp8g09480 	Mp8g09480 	
mRNA 	Mapoly0359s0002 	Mp8g09490 	Mp8g09490 	Mp8g09490 	Mp8g09490 	Mp8g09490 	
mRNA 	Mapoly0359s0001 	Mp8g09500 	Mp8g09500 	Mp8g09500 	Mp8g09500 	Mp8g09500 	
mRNA 	Mapoly0008s0273 	Mp8g09510 	Mp8g09510 	Mp8g09510 	Mp8g09510 	Mp8g09510 	
mRNA 	Mapoly0008s0274 	Mp8g09520 	Mp8g09520 	Mp8g09520 	Mp8g09520 	Mp8g09520 	
mRNA 	Mapoly0008s0275 	Mp8g09530 	Mp8g09530 	Mp8g09530 	Mp8g09530 	Mp8g09530 	
mRNA 	Mapoly0008s0276 	Mp8g09540 	Mp8g09540 	Mp8g09540 	Mp8g09540 	Mp8g09540 	
mRNA 	Mapoly0008s0272 	Mpzg00480 	Mpzg00480 	Mpzg00480 	Mpzg00480 	Mp8g09547 	reassigned from Mpzg00480 to Mp8g09547 as of v7.1
mRNA 	Mapoly0008s0270 	Mpzg00510 	Mpzg00510 	Mpzg00510 	Mpzg00510 	Mp8g09548 	reassigned from Mpzg00510 to Mp8g09548 as of v7.1
mRNA 	Mapoly0008s0269 	Mp8g09550 	Mp8g09550 	Mp8g09550 	Mp8g09550 	Mp8g09550 	
mRNA 	Mapoly0008s0268 	Mp8g09560 	Mp8g09560 	Mp8g09560 	Mp8g09560 	Mp8g09560 	
mRNA 	Mapoly0008s0267 	Mp8g09570 	Mp8g09570 	Mp8g09570 	Mp8g09570 	Mp8g09570 	
mRNA 	Mapoly0008s0266 	Mp8g09580 	Mp8g09580 	Mp8g09580 	Mp8g09580 	Mp8g09580 	
mRNA 	Mapoly0008s0265 	Mp8g09590 	Mp8g09590 	Mp8g09590 	Mp8g09590 	Mp8g09590 	
mRNA 	Mapoly0008s0264 	Mp8g09600 	Mp8g09600 	Mp8g09600 	Mp8g09600 	Mp8g09600 	
mRNA 	Mapoly0008s0260 	Mp8g09610 	Mp8g09610 	Mp8g09610 	Mp8g09610 	Mp8g09610 	
mRNA 	Mapoly0008s0259 	Mp8g09620 	Mp8g09620 	Mp8g09620 	Mp8g09620 	Mp8g09620 	
mRNA 	Mapoly0008s0258 	Mp8g09630 	Mp8g09630 	Mp8g09630 	Mp8g09630 	Mp8g09630 	
mRNA 	Mapoly0008s0257 	Mp8g09640 	Mp8g09640 	Mp8g09640 	Mp8g09640 	Mp8g09640 	
mRNA 	Mapoly0008s0256 	Mp8g09650 	Mp8g09650 	Mp8g09650 	Mp8g09650 	Mp8g09650 	
mRNA 	Mapoly0008s0255 	Mp8g09660 	Mp8g09660 	Mp8g09660 	Mp8g09660 	Mp8g09660 	
mRNA 	Mapoly0008s0254 	Mp8g09670 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0253 	Mp8g09680 	Mp8g09680 	Mp8g09680 	Mp8g09680 	Mp8g09680 	
mRNA 	Mapoly0008s0252 	Mp8g09690 	Mp8g09690 	Mp8g09690 	Mp8g09690 	Mp8g09690 	
mRNA 	Mapoly0008s0251 	Mp8g09700 	Mp8g09700 	Mp8g09700 	Mp8g09700 	Mp8g09700 	
mRNA 	Mapoly0008s0250 	Mp8g09710 	Mp8g09710 	Mp8g09710 	Mp8g09710 	Mp8g09710 	
mRNA 	Mapoly0008s0249 	Mp8g09720 	Mp8g09720 	Mp8g09720 	Mp8g09720 	Mp8g09720 	
mRNA 	Mapoly0008s0248 	Mp8g09730 	Mp8g09730 	Mp8g09730 	Mp8g09730 	Mp8g09730 	
mRNA 	Mapoly0008s0247 	Mp8g09740 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0246 	Mp8g09750 	Mp8g09750 	Mp8g09750 	Mp8g09750 	Mp8g09750 	
mRNA 	Mapoly0008s0245 	Mp8g09760 	Mp8g09760 	Mp8g09760 	Mp8g09760 	Mp8g09760 	
mRNA 	Mapoly0008s0244 	Mp8g09770 	Mp8g09770 	Mp8g09770 	Mp8g09770 	Mp8g09770 	
mRNA 	Mapoly0008s0243 	Mp8g09780 	Mp8g09780 	Mp8g09780 	Mp8g09780 	Mp8g09780 	
mRNA 	Mapoly0008s0242 	Mp8g09790 	Mp8g09790 	Mp8g09790 	Mp8g09790 	Mp8g09790 	
mRNA 	Mapoly0008s0241 	Mp8g09800 	Mp8g09800 	Mp8g09800 	Mp8g09800 	Mp8g09800 	
mRNA 	Mapoly0008s0240 	Mp8g09810 	Mp8g09810 	Mp8g09810 	Mp8g09810 	Mp8g09810 	
mRNA 	Mapoly3230s0001 	Mp8g09820 	Mp8g09820 	Mp8g09820 	Mp8g09820 	Mp8g09820 	
mRNA 	Mapoly0008s0239 	Mp8g09830 	Mp8g09830 	Mp8g09830 	Mp8g09830 	Mp8g09830 	
mRNA 	Mapoly0008s0238 	Mp8g09840 	Mp8g09840 	Mp8g09840 	Mp8g09840 	Mp8g09840 	
mRNA 	Mapoly0008s0237 	Mp8g09850 	Mp8g09850 	Mp8g09850 	Mp8g09850 	Mp8g09850 	
mRNA 	Mapoly0008s0236 	Mp8g09860 	Mp8g09860 	Mp8g09860 	Mp8g09860 	Mp8g09860 	
mRNA 	Mapoly0008s0235 	Mp8g09870 	Mp8g09870 	Mp8g09870 	Mp8g09870 	Mp8g09870 	
mRNA 	Mapoly0008s0234 	Mp8g09880 	Mp8g09880 	Mp8g09880 	Mp8g09880 	Mp8g09880 	
mRNA 	Mapoly0008s0233 	Mp8g09890 	Mp8g09890 	Mp8g09890 	Mp8g09890 	Mp8g09890 	
mRNA 	Mapoly0008s0232 	Mp8g09900 	Mp8g09900 	Mp8g09900 	Mp8g09900 	Mp8g09900 	
mRNA 	Mapoly0008s0231 	Mp8g09910 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0230 	Mp8g09920 	Mp8g09920 	Mp8g09920 	Mp8g09920 	Mp8g09920 	
mRNA 	Mapoly0008s0229 	Mp8g09930 	Mp8g09930 	Mp8g09930 	Mp8g09930 	Mp8g09930 	
mRNA 	Mapoly0008s0228 	Mp8g09940 	Mp8g09940 	Mp8g09940 	Mp8g09940 	Mp8g09940 	
mRNA 	Mapoly0008s0226 	Mp8g09950 	Mp8g09950 	Mp8g09950 	Mp8g09950 	Mp8g09950 	
mRNA 	- 	Mp8g09960 	Mp8g09960 	Mp8g09960 	Mp8g09960 	Mp8g09960 	
mRNA 	Mapoly0008s0225 	Mp8g09970 	Mp8g09970 	Mp8g09970 	Mp8g09970 	Mp8g09970 	
mRNA 	Mapoly0008s0224 	Mp8g09980 	Mp8g09980 	Mp8g09980 	Mp8g09980 	Mp8g09980 	
mRNA 	Mapoly0008s0223 	Mp8g09990 	Mp8g09990 	Mp8g09990 	Mp8g09990 	Mp8g09990 	
mRNA 	Mapoly0008s0222 	Mp8g10000 	Mp8g10000 	Mp8g10000 	Mp8g10000 	Mp8g10000 	
mRNA 	Mapoly0008s0221 	Mp8g10010 	Mp8g10010 	Mp8g10010 	Mp8g10010 	Mp8g10010 	
mRNA 	Mapoly0008s0220 	Mp8g10020 	Mp8g10020 	Mp8g10020 	Mp8g10020 	Mp8g10020 	
mRNA 	Mapoly0008s0219 	Mp8g10030 	Mp8g10030 	Mp8g10030 	Mp8g10030 	Mp8g10030 	
mRNA 	Mapoly0008s0218 	Mp8g10040 	Mp8g10040 	Mp8g10040 	Mp8g10040 	Mp8g10040 	
mRNA 	Mapoly0008s0217 	Mp8g10050 	Mp8g10050 	Mp8g10050 	Mp8g10050 	Mp8g10050 	
mRNA 	Mapoly0008s0216 	Mp8g10060 	Mp8g10060 	Mp8g10060 	Mp8g10060 	Mp8g10060 	
mRNA 	Mapoly0008s0215 	Mp8g10070 	Mp8g10070 	Mp8g10070 	Mp8g10070 	Mp8g10070 	
mRNA 	Mapoly0008s0214 	Mp8g10080 	Mp8g10080 	Mp8g10080 	Mp8g10080 	Mp8g10080 	
mRNA 	Mapoly0008s0213 	Mp8g10090 	Mp8g10090 	Mp8g10090 	Mp8g10090 	Mp8g10090 	
mRNA 	Mapoly0008s0212 	Mp8g10100 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0211 	Mp8g10110 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0210 	Mp8g10120 	Mp8g10120 	Mp8g10120 	Mp8g10120 	Mp8g10120 	
mRNA 	Mapoly0008s0209 	Mp8g10130 	Mp8g10130 	Mp8g10130 	Mp8g10130 	Mp8g10130 	
mRNA 	Mapoly0008s0208 	Mp8g10140 	Mp8g10140 	Mp8g10140 	Mp8g10140 	Mp8g10140 	
mRNA 	Mapoly0008s0207 	Mp8g10150 	Mp8g10150 	Mp8g10150 	Mp8g10150 	Mp8g10150 	
mRNA 	Mapoly0008s0206 	Mp8g10160 	Mp8g10160 	Mp8g10160 	Mp8g10160 	Mp8g10160 	
mRNA 	Mapoly0008s0205 	Mp8g10170 	Mp8g10170 	Mp8g10170 	Mp8g10170 	Mp8g10170 	
mRNA 	Mapoly0008s0204 	Mp8g10180 	Mp8g10180 	Mp8g10180 	Mp8g10180 	Mp8g10180 	
mRNA 	Mapoly0008s0203 	Mp8g10190 	Mp8g10190 	Mp8g10190 	Mp8g10190 	Mp8g10190 	
mRNA 	Mapoly0008s0202 	Mp8g10200 	Mp8g10200 	Mp8g10200 	Mp8g10200 	Mp8g10200 	
mRNA 	Mapoly0008s0201 	Mp8g10210 	Mp8g10210 	Mp8g10210 	Mp8g10210 	Mp8g10210 	
mRNA 	Mapoly0008s0200 	Mp8g10220 	Mp8g10220 	Mp8g10220 	Mp8g10220 	Mp8g10220 	
mRNA 	Mapoly0008s0199 	Mp8g10230 	Mp8g10230 	Mp8g10230 	Mp8g10230 	Mp8g10230 	
mRNA 	Mapoly0008s0198 	Mp8g10240 	Mp8g10240 	Mp8g10240 	Mp8g10240 	Mp8g10240 	
mRNA 	Mapoly0008s0197 	Mp8g10250 	Mp8g10250 	Mp8g10250 	Mp8g10250 	Mp8g10250 	
mRNA 	Mapoly0008s0196 	Mp8g10260 	Mp8g10260 	Mp8g10260 	Mp8g10260 	Mp8g10260 	
mRNA 	Mapoly0008s0195 	Mp8g10270 	Mp8g10270 	Mp8g10270 	Mp8g10270 	Mp8g10270 	
mRNA 	Mapoly0008s0194 	Mp8g10280 	Mp8g10280 	Mp8g10280 	Mp8g10280 	Mp8g10280 	
mRNA 	Mapoly0008s0193 	Mp8g10290 	Mp8g10290 	Mp8g10290 	Mp8g10290 	Mp8g10290 	
mRNA 	Mapoly0008s0192 	Mp8g10300 	Mp8g10300 	Mp8g10300 	Mp8g10300 	Mp8g10300 	
mRNA 	Mapoly0122s0059 	Mp8g10310 	Mp8g10310 	Mp8g10310 	Mp8g10310 	Mp8g10310 	
mRNA 	Mapoly0008s0190 	Mp8g10320 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0189 	Mp8g10330 	Mp8g10330 	Mp8g10330 	Mp8g10330 	Mp8g10330 	
mRNA 	Mapoly0008s0188 	Mp8g10340 	Mp8g10340 	Mp8g10340 	Mp8g10340 	Mp8g10340 	
mRNA 	Mapoly0008s0187 	Mp8g10350 	Mp8g10350 	Mp8g10350 	Mp8g10350 	Mp8g10350 	
mRNA 	Mapoly0008s0186 	Mp8g10360 	Mp8g10360 	Mp8g10360 	Mp8g10360 	Mp8g10360 	
mRNA 	Mapoly0008s0185 	Mp8g10370 	Mp8g10370 	Mp8g10370 	Mp8g10370 	Mp8g10370 	
mRNA 	Mapoly0008s0184 	Mp8g10380 	Mp8g10380 	Mp8g10380 	Mp8g10380 	Mp8g10380 	
mRNA 	Mapoly0008s0183 	Mp8g10390 	Mp8g10390 	Mp8g10390 	Mp8g10390 	Mp8g10390 	
mRNA 	Mapoly0008s0182 	Mp8g10400 	Mp8g10400 	Mp8g10400 	Mp8g10400 	Mp8g10400 	
mRNA 	Mapoly0008s0181 	Mp8g10410 	Mp8g10410 	Mp8g10410 	Mp8g10410 	Mp8g10410 	
mRNA 	Mapoly0008s0180 	Mp8g10420 	Mp8g10420 	Mp8g10420 	Mp8g10420 	Mp8g10420 	
mRNA 	Mapoly0008s0179 	Mp8g10430 	Mp8g10430 	Mp8g10430 	Mp8g10430 	Mp8g10430 	
mRNA 	Mapoly0008s0178 	Mp8g10440 	Mp8g10440 	Mp8g10440 	Mp8g10440 	Mp8g10440 	
mRNA 	Mapoly0008s0177 	Mp8g10450 	Mp8g10450 	Mp8g10450 	Mp8g10450 	Mp8g10450 	
mRNA 	Mapoly0008s0176 	Mp8g10460 	Mp8g10460 	Mp8g10460 	Mp8g10460 	Mp8g10460 	
mRNA 	Mapoly0008s0175 	Mp8g10470 	Mp8g10470 	Mp8g10470 	Mp8g10470 	Mp8g10470 	
mRNA 	Mapoly0148s0011 	Mp8g10480 	Mp8g10480 	Mp8g10480 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0008s0173 	Mp8g10490 	Mp8g10490 	Mp8g10490 	Mp8g10490 	Mp8g10490 	
mRNA 	Mapoly0008s0172 	Mp8g10500 	Mp8g10500 	Mp8g10500 	Mp8g10500 	Mp8g10500 	
mRNA 	Mapoly0008s0171 	Mp8g10510 	Mp8g10510 	Mp8g10510 	Mp8g10510 	Mp8g10510 	
mRNA 	Mapoly0008s0170 	Mp8g10520 	Mp8g10520 	Mp8g10520 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0008s0169 	Mp8g10530 	Mp8g10530 	Mp8g10530 	Mp8g10530 	Mp8g10530 	
mRNA 	Mapoly0988s0001 	Mp8g10540 	Mp8g10540 	Mp8g10540 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0008s0168 	Mp8g10550 	Mp8g10550 	Mp8g10550 	Mp8g10550 	Mp8g10550 	
mRNA 	Mapoly0008s0167 	Mp8g10560 	Mp8g10560 	Mp8g10560 	Mp8g10560 	Mp8g10560 	
mRNA 	Mapoly0008s0166 	Mp8g10570 	Mp8g10570 	Mp8g10570 	Mp8g10570 	Mp8g10570 	
mRNA 	Mapoly0008s0165 	Mp8g10580 	Mp8g10580 	Mp8g10580 	Mp8g10580 	Mp8g10580 	
mRNA 	Mapoly0008s0164 	Mp8g10590 	Mp8g10590 	Mp8g10590 	Mp8g10590 	Mp8g10590 	
mRNA 	Mapoly0008s0163 	Mp8g10600 	Mp8g10600 	Mp8g10600 	Mp8g10600 	Mp8g10600 	
mRNA 	Mapoly0008s0162 	Mp8g10610 	Mp8g10610 	Mp8g10610 	Mp8g10610 	Mp8g10610 	
mRNA 	Mapoly0008s0161 	Mp8g10620 	Mp8g10620 	Mp8g10620 	Mp8g10620 	Mp8g10620 	
mRNA 	Mapoly0008s0160 	Mp8g10630 	Mp8g10630 	Mp8g10630 	Mp8g10630 	Mp8g10630 	
mRNA 	Mapoly0008s0159 	Mp8g10640 	Mp8g10640 	Mp8g10640 	Mp8g10640 	Mp8g10640 	
mRNA 	Mapoly0008s0158 	Mp8g10650 	Mp8g10650 	Mp8g10650 	Mp8g10650 	Mp8g10650 	
mRNA 	Mapoly0008s0157 	Mp8g10660 	Mp8g10660 	Mp8g10660 	Mp8g10660 	Mp8g10660 	
mRNA 	Mapoly0008s0156 	Mp8g10670 	Mp8g10670 	Mp8g10670 	Mp8g10670 	Mp8g10670 	
mRNA 	Mapoly0008s0155 	Mp8g10680 	Mp8g10680 	Mp8g10680 	Mp8g10680 	Mp8g10680 	
mRNA 	Mapoly0008s0154 	Mp8g10690 	Mp8g10690 	Mp8g10690 	Mp8g10690 	Mp8g10690 	
mRNA 	Mapoly0008s0153 	Mp8g10700 	Mp8g10700 	Mp8g10700 	Mp8g10700 	Mp8g10700 	
mRNA 	Mapoly0008s0152 	Mp8g10710 	Mp8g10710 	Mp8g10710 	Mp8g10710 	Mp8g10710 	
mRNA 	Mapoly0008s0151 	Mp8g10720 	Mp8g10720 	Mp8g10720 	Mp8g10720 	Mp8g10720 	
mRNA 	Mapoly0008s0150 	Mp8g10730 	Mp8g10730 	Mp8g10730 	Mp8g10730 	Mp8g10730 	
mRNA 	Mapoly0008s0149 	Mp8g10740 	Mp8g10740 	Mp8g10740 	Mp8g10740 	Mp8g10740 	
mRNA 	Mapoly0008s0147 	Mp8g10750 	Mp8g10750 	Mp8g10750 	Mp8g10750 	Mp8g10750 	
mRNA 	Mapoly0008s0146 	Mp8g10760 	Mp8g10760 	Mp8g10760 	Mp8g10760 	Mp8g10760 	
mRNA 	Mapoly0008s0145 	Mp8g10770 	Mp8g10770 	Mp8g10770 	Mp8g10770 	Mp8g10770 	
mRNA 	Mapoly0008s0144 	Mp8g10780 	Mp8g10780 	Mp8g10780 	Mp8g10780 	Mp8g10780 	
mRNA 	Mapoly0008s0143 	Mp8g10790 	Mp8g10790 	Mp8g10790 	Mp8g10790 	Mp8g10790 	
mRNA 	Mapoly0008s0142 	Mp8g10800 	Mp8g10800 	Mp8g10800 	Mp8g10800 	Mp8g10800 	
mRNA 	Mapoly0008s0141 	Mp8g10810 	Mp8g10810 	Mp8g10810 	Mp8g10810 	Mp8g10810 	
mRNA 	Mapoly0008s0140 	Mp8g10820 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0139 	Mp8g10830 	Mp8g10830 	Mp8g10830 	Mp8g10830 	Mp8g10830 	
mRNA 	Mapoly0008s0138 	Mp8g10840 	Mp8g10840 	Mp8g10840 	Mp8g10840 	Mp8g10840 	
mRNA 	Mapoly0008s0137 	Mp8g10850 	Mp8g10850 	Mp8g10850 	Mp8g10850 	Mp8g10850 	
mRNA 	Mapoly0008s0136 	Mp8g10860 	Mp8g10860 	Mp8g10860 	Mp8g10860 	Mp8g10860 	
mRNA 	Mapoly0008s0135 	Mp8g10870 	Mp8g10870 	Mp8g10870 	Mp8g10870 	Mp8g10870 	
mRNA 	Mapoly0008s0133 	Mp8g10880 	Mp8g10880 	Mp8g10880 	Mp8g10880 	Mp8g10880 	
mRNA 	Mapoly0008s0134 	Mp8g10890 	Mp8g10890 	Mp8g10890 	- 	- 	deleted as of v6.1r2
mRNA 	Mapoly0008s0132 	Mp8g10900 	Mp8g10900 	Mp8g10900 	Mp8g10900 	Mp8g10900 	
mRNA 	Mapoly0008s0131 	Mp8g10910 	Mp8g10910 	Mp8g10910 	Mp8g10910 	Mp8g10910 	
mRNA 	Mapoly0008s0130 	Mp8g10920 	Mp8g10920 	Mp8g10920 	Mp8g10920 	Mp8g10920 	
mRNA 	Mapoly0008s0129 	Mp8g10930 	Mp8g10930 	Mp8g10930 	Mp8g10930 	Mp8g10930 	
mRNA 	Mapoly0008s0128 	Mp8g10940 	Mp8g10940 	Mp8g10940 	Mp8g10940 	Mp8g10940 	
mRNA 	Mapoly0008s0127 	Mp8g10950 	Mp8g10950 	Mp8g10950 	Mp8g10950 	Mp8g10950 	
mRNA 	Mapoly0008s0126 	Mp8g10960 	Mp8g10960 	Mp8g10960 	Mp8g10960 	Mp8g10960 	
mRNA 	Mapoly0008s0125 	Mp8g10970 	Mp8g10970 	Mp8g10970 	Mp8g10970 	Mp8g10970 	
mRNA 	Mapoly0008s0124 	Mp8g10980 	Mp8g10980 	Mp8g10980 	Mp8g10980 	Mp8g10980 	
mRNA 	Mapoly0008s0123 	Mp8g10990 	Mp8g10990 	Mp8g10990 	Mp8g10990 	Mp8g10990 	
mRNA 	Mapoly0008s0122 	Mp8g11000 	Mp8g11000 	Mp8g11000 	Mp8g11000 	Mp8g11000 	
mRNA 	Mapoly0008s0121 	Mp8g11010 	Mp8g11010 	Mp8g11010 	Mp8g11010 	Mp8g11010 	
mRNA 	Mapoly0008s0120 	Mp8g11020 	Mp8g11020 	Mp8g11020 	Mp8g11020 	Mp8g11020 	
mRNA 	Mapoly0008s0119 	Mp8g11030 	Mp8g11030 	Mp8g11030 	Mp8g11030 	Mp8g11030 	
mRNA 	Mapoly0008s0118 	Mp8g11040 	Mp8g11040 	Mp8g11040 	Mp8g11040 	Mp8g11040 	
mRNA 	Mapoly0008s0117 	Mp8g11050 	Mp8g11050 	Mp8g11050 	Mp8g11050 	Mp8g11050 	
mRNA 	Mapoly0008s0114 	Mp8g11060 	Mp8g11060 	Mp8g11060 	Mp8g11060 	Mp8g11060 	
mRNA 	Mapoly0008s0113 	Mp8g11070 	Mp8g11070 	Mp8g11070 	Mp8g11070 	Mp8g11070 	
mRNA 	Mapoly0008s0112 	Mp8g11080 	Mp8g11080 	Mp8g11080 	Mp8g11080 	Mp8g11080 	
mRNA 	Mapoly0008s0111 	Mp8g11090 	Mp8g11090 	Mp8g11090 	Mp8g11090 	Mp8g11090 	
mRNA 	Mapoly0008s0095 	Mp8g11100 	Mp8g11100 	Mp8g11100 	Mp8g11100 	Mp8g11100 	
mRNA 	Mapoly0008s0110 	Mp8g11110 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0109 	Mp8g11120 	Mp8g11120 	Mp8g11120 	Mp8g11120 	Mp8g11120 	
mRNA 	Mapoly0008s0108 	Mp8g11130 	Mp8g11130 	Mp8g11130 	Mp8g11130 	Mp8g11130 	
mRNA 	Mapoly0008s0107 	Mp8g11140 	Mp8g11140 	Mp8g11140 	Mp8g11140 	Mp8g11140 	
mRNA 	Mapoly0008s0106 	Mp8g11150 	Mp8g11150 	Mp8g11150 	Mp8g11150 	Mp8g11150 	
mRNA 	Mapoly0008s0105 	Mp8g11160 	Mp8g11160 	Mp8g11160 	Mp8g11160 	Mp8g11160 	
mRNA 	Mapoly0008s0104 	Mp8g11170 	Mp8g11170 	Mp8g11170 	Mp8g11170 	Mp8g11170 	
mRNA 	Mapoly0008s0103 	Mp8g11180 	Mp8g11180 	Mp8g11180 	Mp8g11180 	Mp8g11180 	
mRNA 	Mapoly0008s0102 	Mp8g11190 	- 	- 	- 	- 	
mRNA 	Mapoly0008s0101 	Mp8g11200 	Mp8g11200 	Mp8g11200 	Mp8g11200 	Mp8g11200 	
mRNA 	Mapoly0008s0100 	Mp8g11210 	Mp8g11210 	Mp8g11210 	Mp8g11210 	Mp8g11210 	
mRNA 	Mapoly0008s0099 	Mp8g11220 	Mp8g11220 	Mp8g11220 	Mp8g11220 	Mp8g11220 	
mRNA 	Mapoly0008s0098 	Mp8g11230 	Mp8g11230 	Mp8g11230 	Mp8g11230 	Mp8g11230 	
mRNA 	Mapoly0008s0097 	Mp8g11240 	Mp8g11240 	Mp8g11240 	Mp8g11240 	Mp8g11240 	
mRNA 	Mapoly0008s0096 	Mp8g11250 	Mp8g11250 	Mp8g11250 	Mp8g11250 	Mp8g11250 	
mRNA 	Mapoly0008s0094 	Mp8g11260 	Mp8g11260 	Mp8g11260 	Mp8g11260 	Mp8g11260 	
mRNA 	Mapoly0008s0093 	Mp8g11270 	Mp8g11270 	Mp8g11270 	Mp8g11270 	Mp8g11270 	
mRNA 	Mapoly0008s0092 	Mp8g11280 	Mp8g11280 	Mp8g11280 	Mp8g11280 	Mp8g11280 	
mRNA 	Mapoly0008s0091 	Mp8g11290 	Mp8g11290 	Mp8g11290 	Mp8g11290 	Mp8g11290 	
mRNA 	Mapoly0008s0090 	Mp8g11300 	Mp8g11300 	Mp8g11300 	Mp8g11300 	Mp8g11300 	
mRNA 	Mapoly0008s0088 	Mpzg01290 	Mpzg01290 	Mpzg01290 	Mpzg01290 	Mp8g11302 	reassigned from Mpzg01290 to Mp8g11302 as of v7.1
mRNA 	Mapoly0008s0087 	Mpzg01280 	Mpzg01280 	Mpzg01280 	Mpzg01280 	Mp8g11305 	reassigned from Mpzg01280 to Mp8g11305 as of v7.1
mRNA 	Mapoly0008s0086 	Mpzg01270 	Mpzg01270 	Mpzg01270 	Mpzg01270 	Mp8g11308 	reassigned from Mpzg01270 to Mp8g11308 as of v7.1
mRNA 	Mapoly0008s0084 	Mp8g11310 	Mp8g11310 	Mp8g11310 	Mp8g11310 	Mp8g11310 	
mRNA 	Mapoly0008s0085 	Mp8g11320 	Mp8g11320 	Mp8g11320 	Mp8g11320 	Mp8g11320 	
mRNA 	Mapoly0008s0083 	Mp8g11330 	Mp8g11330 	Mp8g11330 	Mp8g11330 	Mp8g11330 	
mRNA 	Mapoly0008s0082 	Mp8g11340 	Mp8g11340 	Mp8g11340 	Mp8g11340 	Mp8g11340 	
mRNA 	Mapoly0008s0081 	Mp8g11350 	Mp8g11350 	Mp8g11350 	Mp8g11350 	Mp8g11350 	
mRNA 	Mapoly0008s0080 	Mp8g11360 	Mp8g11360 	Mp8g11360 	Mp8g11360 	Mp8g11360 	
mRNA 	Mapoly0008s0079 	Mp8g11370 	Mp8g11370 	Mp8g11370 	Mp8g11370 	Mp8g11370 	
mRNA 	Mapoly0008s0078 	Mp8g11380 	Mp8g11380 	Mp8g11380 	Mp8g11380 	Mp8g11380 	
